OrderID,OrderDate,CustomerID,CustomerName,Segment,Country,Region,Category,Product,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderStatus
ORD-104000,2024-08-17,CUST-00087,Raj Johnson,,United States,North America,Beauty,Hair Dryer,2,25.76,0.0,24.16,PayPal,Completed
ORD-101012,2024-03-13,CUST-00344,Priya Rodriguez,Consumer,India,Asia,Apparel,Baseball Cap,1,54.16,0.0,15.79,Credit Card,Completed
ORD-104190,2024-09-09,CUST-00040,Liam Tanaka,Consumer,Spain,Europe,Sports & Outdoors,Resistance Bands,2,45.28,0.0,23.31,Debit Card,Completed
ORD-102644,2024-05-09,CUST-00120,Ines Khan,Consumer,Spain,Europe,Apparel,Denim Jacket,3,73.9,0.0,16.76,PayPal,Returned
ORD-104201,2023-12-27,CUST-00016,Sofia Costa,Consumer,United Kingdom,Europe,Apparel,Wool Socks,1,10.57,0.0,12.47,Credit Card,Cancelled
ORD-104169,2024-04-14,CUST-00599,Mia Dubois,Consumer,France,Europe,Sports & Outdoors,Resistance Bands,1,76.81,0.0,4.86,Credit Card,Completed
ORD-101237,2024-12-12,CUST-00257,John Williams,Small Business,Canada,North America,Apparel,Denim Jacket,1,35.13,0.0,6.08,Credit Card,Completed
ORD-102412,2024-05-07,CUST-00029,Wei Smith,Consumer,India,Asia,Beauty,Shampoo,1,32.66,0.0,14.61,Credit Card,Completed
ORD-101704,2023-09-20,CUST-00529,Fatima Silva,Enterprise,United Kingdom,Europe,Apparel,Baseball Cap,1,43.51,0.0,2.06,Credit Card,Completed
ORD-103605,2023-09-01,CUST-00585,James Rossi,Small Business,United Kingdom,Europe,Home & Kitchen,Blender,1,149.35,0.0,2.82,Credit Card,Completed
ORD-100899,2024-06-20,CUST-00669,Jennifer Williams,,Germany,Europe,Beauty,Hair Dryer,4,8.97,0.1,14.6,Credit Card,Completed
ORD-106383,2024-08-09,CUST-00731,Tom Williams,Consumer,India,Asia,Electronics,Bluetooth Speaker,2,141.12,0.0,13.04,Credit Card,Completed
ORD-104130,2023-12-26,CUST-00015,Lucas Tanaka,Consumer,Singapore,Asia,Sports & Outdoors,Resistance Bands,4,116.23,0.0,14.37,Credit Card,Completed
ORD-100201,2023-06-25,CUST-00474,Michael Nakamura,Small Business,Germany,Europe,Beauty,Face Serum,3,7.86,0.0,23.9,Credit Card,Completed
ORD-101728,2024-03-06,CUST-00771,Lucas Nakamura,Consumer,United Kingdom,Europe,Electronics,Smartphone Case,1,62.06,0.05,11.64,Credit Card,Completed
ORD-103753,2023-10-02,CUST-00259,Liam Smith,Small Business, spain ,Europe,Home & Kitchen,Blender,1,131.77,0.05,4.25,Credit Card,Completed
ORD-105328,2023-12-16,CUST-00767,Raj Smith,Small Business,Brazil,South America,Beauty,Face Serum,1,21.56,0.15,18.23,Credit Card,Completed
ORD-103627,2024-08-18,CUST-00808,Robert Brown,Small Business,United States,North America,Apparel,Baseball Cap,1,18.41,0.0,16.72,PayPal,Completed
ORD-104415,2023-10-20,CUST-00398,Ines Davis,Small Business,Mexico,South America,Beauty,Lip Balm,1,9.89,0.0,11.09,Bank Transfer,Completed
ORD-100735,2023-08-09,CUST-00633,Linda Muller,Consumer,United States,North America,Electronics,Bluetooth Speaker,1,98.54,0.1,17.61,PayPal,Completed
ORD-105059,2024-07-14,CUST-00747,Tom Davis,,United Kingdom,Europe,Home & Kitchen,Cutting Board,1,12.81,0.0,19.9,Debit Card,Completed
ORD-102740,2024-01-16,CUST-00434,Grace Davis,Consumer,France,Europe,Home & Kitchen,Storage Bin,1,135.55,0.0,11.45,Debit Card,Completed
ORD-101207,2024-04-15,CUST-00399,Tom Rossi,Consumer,Canada,North America,Electronics,Headphones,1,139.38,0.0,20.49,Credit Card,Completed
ORD-106718,2024-09-23,CUST-00552,David Williams,Enterprise,United Kingdom,Europe,Beauty,Lip Balm,1,52.41,0.05,24.11,Credit Card,Completed
ORD-103440,2024-04-13,CUST-00694,Jennifer Smith,Consumer,United States,North America,Beauty,Shampoo,1,47.43,0.0,13.19,Debit Card,Completed
ORD-100600,2024-07-12,CUST-00620,Carlos Garcia,Consumer,Canada,North America,Apparel,Running Shoes,1,56.98,0.15,11.52,Credit Card,Returned
ORD-106061,2024-12-11,CUST-00323,Chen Nakamura,Consumer,France,Europe,Office,Pen Pack,2,8.59,0.0,23.39,PayPal,Completed
ORD-100401,2024-07-25,CUST-00652,Carlos Nakamura,Enterprise,Mexico,South America,Home & Kitchen,Throw Pillow,1,49.62,0.0,12.38,Credit Card,Completed
ORD-103223,2024-03-06,CUST-00744,Patricia Muller,Consumer,Italy,Europe,Sports & Outdoors,Yoga Mat,3,37.82,0.15,13.8,Gift Card,Completed
ORD-101777,2023-06-24,CUST-00061,Chen Rossi,Enterprise,France,Europe,Home & Kitchen,Cutting Board,2,123.24,0.0,18.54,Debit Card,Completed
ORD-106399,2024-02-25,CUST-00473,Elizabeth Kumar,Consumer,Australia,Oceania,Electronics,Bluetooth Speaker,3,99.19,0.1,4.39,Credit Card,Completed
ORD-100515,2024-11-14,CUST-00307,Tom Miller,Consumer,United States,North America,Office,Notebook Set,1,25.46,0.0,17.87,Credit Card,Completed
ORD-104624,2024-11-18,CUST-00248,David Williams,Small Business,United States,North America,Home & Kitchen,Throw Pillow,1,29.25,0.0,10.94,PayPal,Completed
ORD-103832,2023-04-02,CUST-00098,Patricia Johnson,Enterprise,United States,North America,Office,Pen Pack,1,31.05,0.0,2.2,Credit Card,Completed
ORD-105813,2023-05-22,CUST-00047,Liam Khan,Consumer,Germany,Europe,Sports & Outdoors,Water Bottle,1,19.19,0.0,12.42,Credit Card,Completed
ORD-105127,2024-02-27,CUST-00073,Fatima Williams,Consumer,Brazil,South America,Office,Wireless Mouse,1,53.89,0.0,21.75,Credit Card,Returned
ORD-102545,2024-02-26,CUST-00643,Patricia Davis,Small Business,United States,North America,Home & Kitchen,Throw Pillow,1,85.43,0.0,12.4,Credit Card,Completed
ORD-104380,2024-05-01,CUST-00092,Ahmed Zhang,Small Business,United Kingdom,Europe,Electronics,Bluetooth Speaker,1,164.39,0.15,13.06,Bank Transfer,Completed
ORD-105776,2024-04-01,CUST-00018,Fatima Smith,Small Business,Italy,Europe,Home & Kitchen,Storage Bin,1,132.54,0.1,11.67,Bank Transfer,Completed
ORD-100815,2024-09-16,CUST-00128,Tom Dubois,Small Business,Germany,Europe,Electronics,USB-C Cable,1,87.46,0.0,16.87,Credit Card,Completed
ORD-104432,2023-05-12,CUST-00769,Raj Rodriguez,Consumer,France,Europe,Apparel,Denim Jacket,1,81.42,0.0,7.34,PayPal,Completed
ORD-102207,2024-08-09,CUST-00115,Jennifer Costa,Consumer,Japan,Asia,Sports & Outdoors,Camping Tent,1,128.38,0.0,11.95,Debit Card,Completed
ORD-102753,2024-01-03,CUST-00400,Liam Muller,Consumer,India,Asia,Sports & Outdoors,Resistance Bands,2,107.57,0.2,24.94,PayPal,Completed
ORD-100892,2024-05-22,CUST-00227,Wei Williams,Consumer,United States,North America,Apparel,Baseball Cap,1,42.71,0.1,17.58,Debit Card,Completed
ORD-105206,2024-08-01,CUST-00586,Grace Zhang,Consumer,Mexico,South America,Beauty,Lip Balm,2,56.64,0.0,21.86,Bank Transfer,Returned
ORD-101506,2024-02-27,CUST-00501,Hiro Muller,Enterprise,United Kingdom,Europe,Electronics,Smartphone Case,4,97.83,0.0,12.9,Credit Card,Completed
ORD-106021,2024-03-09,CUST-00470,Jennifer Johnson,Small Business,India,Asia,Electronics,Laptop Stand,2,197.79,0.0,23.51,PayPal,Completed
ORD-105293,2023-09-09,CUST-00122,Carlos Johnson,Small Business,United Kingdom,Europe,Electronics,USB-C Cable,1,37.52,0.0,5.58,Credit Card,Completed
ORD-104600,2023-12-22,CUST-00351,Ines Muller,Consumer,Canada,North America,Apparel,Baseball Cap,1,67.12,0.1,15.02,Bank Transfer,Completed
ORD-105552,2024-05-22,CUST-00483,Wei Dubois,Consumer,Spain,Europe,Electronics,Laptop Stand,3,21.75,0.1,24.62,Debit Card,Completed
ORD-101036,2024-02-04,CUST-00618,Linda Dubois,Consumer,India,Asia,Sports & Outdoors,Camping Tent,1,39.21,0.0,16.01,Debit Card,Completed
ORD-104381,2024-10-28,CUST-00006,Sofia Jones,Consumer,United States,North America,Electronics,Smartphone Case,1,63.49,0.05,19.95,Bank Transfer,Completed
ORD-100220,2024-08-14,CUST-00462,Priya Nakamura,Enterprise,United States,North America,Sports & Outdoors,Camping Tent,1,134.67,0.05,17.67,Credit Card,Completed
ORD-102266,2024-01-29,CUST-00621,Mia Zhang,Enterprise,Mexico,South America,Electronics,Smartphone Case,1,155.78,0.0,2.71,Credit Card,Completed
ORD-104408,2024-01-14,CUST-00412,Elizabeth Muller,Consumer,United States,North America,Home & Kitchen,Throw Pillow,5,46.9,0.0,24.25,PayPal,Completed
ORD-103594,2024-10-23,CUST-00650,Lucas Dubois,Consumer,Brazil,South America,Beauty,Hair Dryer,2,11.11,0.0,8.98,Credit Card,Completed
ORD-104585,2024-06-02,CUST-00323,Chen Nakamura,Consumer,France,Europe,Electronics,Smartphone Case,1,132.92,0.0,11.86,PayPal,Completed
ORD-105978,2024-06-08,CUST-00518,James Rodriguez,Consumer,United Kingdom,Europe,Apparel,T-Shirt,1,28.52,0.0,17.91,PayPal,Completed
ORD-104779,2024-05-29,CUST-00319,Mary Dubois,Enterprise,Japan,Asia,Apparel,Denim Jacket,1,8.64,0.0,14.84,Debit Card,Completed
ORD-100134,2024-01-10,CUST-00732,Linda Johnson,Consumer,Japan,Asia,Electronics,USB-C Cable,1,32.4,0.0,19.28,PayPal,Completed
ORD-105870,2024-03-06,CUST-00666,Ana Khan,Consumer,United Kingdom,Europe,Electronics,Headphones,1,173.65,0.0,15.94,Credit Card,Completed
ORD-106251,2024-12-14,CUST-00428,Yuki Rodriguez,Consumer,Spain,Europe,Electronics,Headphones,1,47.33,0.0,17.64,Credit Card,Completed
ORD-102322,2024-01-22,CUST-00634,James Johnson,Consumer,United States,North America,Home & Kitchen,Blender,1,147.4,0.0,10.27,Credit Card,Completed
ORD-104005,2024-09-13,CUST-00675,Ahmed Smith,Consumer,Germany,Europe,Apparel,Denim Jacket,4,72.57,0.0,8.31,Bank Transfer,Completed
ORD-105346,2024-05-29,CUST-00591,Ana Zhang,,Spain,Europe,Electronics,Headphones,1,118.39,0.0,17.83,Credit Card,Completed
ORD-100822,2024-10-04,CUST-00323,Chen Nakamura,Consumer,France,Europe,Electronics,Laptop Stand,1,176.2,0.0,2.82,Debit Card,Completed
ORD-103523,2024-01-15,CUST-00253,Ana Miller,Enterprise,United States,North America,Home & Kitchen,Cutting Board,1,29.89,0.0,3.61,PayPal,Completed
ORD-106900,2024-10-05,CUST-00651,Emma Nakamura,Consumer,India,Asia,Office,Notebook Set,1,50.85,0.0,8.5,PayPal,Completed
ORD-101510,2024-01-27,CUST-00518,James Rodriguez,Consumer,United Kingdom,Europe,Electronics,USB-C Cable,2,98.89,0.1,6.95,Credit Card,Returned
ORD-101415,2024-08-22,CUST-00235,Jennifer Brown,Small Business, united kingdom ,Europe,Sports & Outdoors,Yoga Mat,2,176.0,0.0,23.78,Debit Card,Completed
ORD-100517,2024-11-01,CUST-00331,Mia Silva,Small Business,Japan,Asia,Electronics,Laptop Stand,2,196.2,0.0,10.61,Credit Card,Completed
ORD-103643,2024-05-05,CUST-00606,Sofia Kumar,Small Business, germany ,Europe,Electronics,Headphones,1,194.28,0.2,14.37,Bank Transfer,Completed
ORD-103531,2024-08-22,CUST-00018,Fatima Smith,Small Business,Italy,Europe,Home & Kitchen,Cutting Board,1,97.56,0.1,20.85,Credit Card,Completed
ORD-102049,2024-04-22,CUST-00617,Elizabeth Rodriguez,Small Business,Canada,North America,Home & Kitchen,Throw Pillow,2,100.06,0.0,13.58,Credit Card,Completed
ORD-104663,2024-02-16,CUST-00408,James Jones,Enterprise,Italy,Europe,Home & Kitchen,Throw Pillow,1,44.85,0.0,23.51,Credit Card,Completed
ORD-105533,2024-04-27,CUST-00059,Jennifer Brown,Consumer,Germany,Europe,Apparel,Wool Socks,2,57.99,0.0,17.74,Debit Card,Returned
ORD-105434,2024-06-04,CUST-00591,Ana Zhang,Small Business,Spain,Europe,Electronics,USB-C Cable,3,213.28,0.05,8.51,Credit Card,Completed
ORD-105020,2024-06-05,CUST-00728,Liam Nakamura,Small Business,United States,North America,Apparel,Denim Jacket,4,32.95,0.0,24.42,Debit Card,Completed
ORD-106722,2024-05-17,CUST-00414,Robert Williams,Small Business,United Kingdom,Europe,Beauty,Sunscreen SPF50,1,20.08,0.0,22.88,PayPal,Completed
ORD-100601,2024-06-11,CUST-00824,David Miller,Consumer,Australia,Oceania,Sports & Outdoors,Resistance Bands,2,19.95,0.0,10.28,Credit Card,Completed
ORD-102750,2023-12-04,CUST-00795,Sofia Brown,Consumer,United States,North America,Apparel,Denim Jacket,1,54.46,0.0,3.77,PayPal,Completed
ORD-100218,2023-09-01,CUST-00670,David Williams,Consumer,India,Asia,Home & Kitchen,Blender,1,67.63,0.05,9.39,PayPal,Completed
ORD-105217,2024-03-08,CUST-00262,Grace Silva,Enterprise,United Kingdom,Europe,Sports & Outdoors,Resistance Bands,2,172.13,0.0,12.34,PayPal,Completed
ORD-102840,2024-10-17,CUST-00348,Elizabeth Muller,Small Business,Italy,Europe,Electronics,Laptop Stand,1,53.89,0.0,9.62,PayPal,Completed
ORD-103830,2024-01-23,CUST-00605,Fatima Tanaka,Consumer,Singapore,Asia,Beauty,Shampoo,4,37.83,0.0,23.59,Credit Card,Completed
ORD-105115,2024-04-19,CUST-00482,Ines Johnson,Consumer,France,Europe,Electronics,USB-C Cable,2,16.69,0.1,11.85,PayPal,Completed
ORD-105756,2024-07-28,CUST-00740,Olivia Dubois,Enterprise,United Kingdom,Europe,Beauty,Shampoo,1,9.28,0.1,3.38,Bank Transfer,Completed
ORD-104072,2024-09-05,CUST-00355,Ana Garcia,Small Business,United Kingdom,Europe,Office,Wireless Mouse,1,51.09,0.0,6.36,Debit Card,Completed
ORD-104843,2023-12-22,CUST-00402,Priya Tanaka,,United States,North America,Sports & Outdoors,Camping Tent,2,65.37,0.0,23.75,PayPal,Completed
ORD-103037,2024-07-12,CUST-00416,Wei Garcia,Small Business,United States,North America,Apparel,Baseball Cap,1,63.93,0.0,17.19,Credit Card,Completed
ORD-100855,2023-10-11,CUST-00529,Fatima Silva,Enterprise,United Kingdom,Europe,Home & Kitchen,Throw Pillow,1,66.15,0.0,7.42,Credit Card,Completed
ORD-100488,2024-06-24,CUST-00231,Grace Garcia,Enterprise,Canada,North America,Beauty,Sunscreen SPF50,1,54.81,0.0,8.23,Debit Card,Completed
ORD-105074,2024-07-20,CUST-00753,Patricia Dubois,Small Business,United States,North America,Apparel,Running Shoes,1,24.05,0.0,11.67,Credit Card,Completed
ORD-103356,2024-03-20,CUST-00324,Tom Jones,Consumer,UNITED STATES,North America,Apparel,Denim Jacket,2,77.2,0.0,21.53,PayPal,Completed
ORD-100593,2024-10-27,CUST-00033,Lucas Davis,Consumer,United States,North America,Home & Kitchen,Throw Pillow,1,14.12,0.05,3.38,Credit Card,Completed
ORD-106630,2024-07-30,CUST-00253,Ana Miller,Enterprise,United States,North America,Sports & Outdoors,Water Bottle,1,176.24,0.0,12.84,Debit Card,Completed
ORD-101609,2024-08-24,CUST-00351,Ines Muller,Consumer,Canada,North America,Electronics,Headphones,3,17.87,0.0,15.39,Debit Card,Completed
ORD-105951,2023-06-18,CUST-00404,David Rodriguez,Small Business,Singapore,Asia,Sports & Outdoors,Water Bottle,2,88.29,0.0,2.33,Credit Card,Completed
ORD-103149,2023-11-09,CUST-00308,Fatima Costa,Small Business,France,Europe,Beauty,Face Serum,3,36.62,0.0,22.21,Debit Card,Completed
ORD-101735,2024-07-26,CUST-00064,Priya Garcia,Enterprise, canada ,North America,Office,Standing Desk Mat,2,30.44,0.05,24.74,Debit Card,Completed
ORD-100100,2023-05-16,CUST-00648,Olivia Martinez,Consumer,United States,North America,Home & Kitchen,Coffee Maker,1,133.06,0.0,19.4,Credit Card,Completed
ORD-104973,2024-01-01,CUST-00178,John Tanaka,Consumer,Italy,Europe,Home & Kitchen,Throw Pillow,1,117.55,0.0,19.27,Credit Card,Completed
ORD-105364,2024-08-28,CUST-00776,Priya Nakamura,Consumer,United States,North America,Apparel,Denim Jacket,2,68.54,0.15,10.43,Debit Card,Completed
ORD-102133,2024-10-27,CUST-00637,Sofia Costa,Enterprise,United States,North America,Apparel,T-Shirt,1,66.68,0.05,13.09,Bank Transfer,Completed
ORD-103979,2024-10-07,CUST-00610,Yuki Martinez,Enterprise,Germany,Europe,Sports & Outdoors,Hiking Backpack,1,124.09,0.15,3.56,Credit Card,Completed
ORD-100414,2023-05-11,CUST-00134,Elizabeth Rodriguez,Consumer, brazil ,South America,Electronics,USB-C Cable,1,109.57,0.0,2.59,Credit Card,Completed
ORD-100358,2024-04-06,CUST-00292,Grace Davis,Small Business,Australia,Oceania,Home & Kitchen,Throw Pillow,1,60.18,0.0,19.16,Debit Card,Completed
ORD-106293,2024-05-20,CUST-00678,Lucas Kumar,Consumer,Germany,Europe,Home & Kitchen,Throw Pillow,1,149.42,0.2,6.81,PayPal,Completed
ORD-105884,2024-09-19,CUST-00574,Tom Costa,Consumer,Canada,North America,Office,Standing Desk Mat,1,46.91,0.0,19.59,Gift Card,Completed
ORD-103175,2023-04-22,CUST-00024,Wei Rodriguez,Consumer,United Kingdom,Europe,Apparel,Denim Jacket,1,56.44,0.2,2.1,Credit Card,Completed
ORD-105267,2023-08-03,CUST-00380,Jennifer Rodriguez,Consumer, italy ,Europe,Beauty,Hair Dryer,1,11.6,0.0,8.26,Credit Card,Completed
ORD-100254,2024-08-19,CUST-00828,Grace Jones,Consumer,United Kingdom,Europe,Office,Wireless Mouse,1,43.18,0.0,19.02,Credit Card,Completed
ORD-100016,2023-11-25,CUST-00667,James Costa,Consumer,Singapore,Asia,Beauty,Sunscreen SPF50,1,19.03,0.15,10.77,Gift Card,Cancelled
ORD-101962,2024-01-04,CUST-00848,James Rodriguez,Consumer,Canada,North America,Electronics,Laptop Stand,2,201.93,0.0,20.09,Bank Transfer,Completed
ORD-100204,2024-09-30,CUST-00621,Mia Zhang,Enterprise,Mexico,South America,Electronics,Headphones,1,122.01,0.0,12.85,Gift Card,Returned
ORD-100037,2023-11-10,CUST-00784,Elizabeth Smith,Consumer,Australia,Oceania,Home & Kitchen,Coffee Maker,1,66.18,0.0,5.72,Credit Card,Completed
ORD-100436,2023-12-03,CUST-00347,Sofia Rodriguez,Consumer,United States,North America,Beauty,Hair Dryer,2,57.47,0.0,15.97,Bank Transfer,Completed
ORD-100590,2024-05-28,CUST-00581,Hiro Jones,Consumer,United States,North America,Apparel,Baseball Cap,2,29.42,0.0,7.57,Gift Card,Completed
ORD-101966,2024-03-29,CUST-00733,James Johnson,Consumer,Canada,North America,Office,Standing Desk Mat,1,60.96,0.1,5.78,Credit Card,Completed
ORD-103984,2024-09-15,CUST-00345,Olivia Kumar,Enterprise,United Kingdom,Europe,Home & Kitchen,Storage Bin,1,75.91,0.0,10.53,Debit Card,Completed
ORD-104986,2024-03-01,CUST-00748,Chen Johnson,Consumer,Canada,North America,Sports & Outdoors,Resistance Bands,1,105.53,0.0,10.92,Credit Card,Completed
ORD-102707,2024-07-29,CUST-00106,Ana Miller,Consumer,INDIA,Asia,Sports & Outdoors,Yoga Mat,3,28.47,0.1,15.25,Bank Transfer,Returned
ORD-105137,2023-08-04,CUST-00080,Mia Khan,Consumer,United States,North America,Sports & Outdoors,Water Bottle,1,19.62,0.0,18.36,Bank Transfer,Completed
ORD-104516,2023-09-14,CUST-00185,Elizabeth Brown,Enterprise,United States,North America,Sports & Outdoors,Resistance Bands,2,110.56,0.0,9.29,Debit Card,Completed
ORD-100013,2023-11-16,CUST-00457,Olivia Brown,,United States,North America,Sports & Outdoors,Yoga Mat,1,77.41,0.0,13.31,Debit Card,Returned
ORD-105879,2024-08-16,CUST-00594,Jennifer Martinez,Consumer,Japan,Asia,Apparel,Baseball Cap,1,48.28,0.0,21.74,Credit Card,Completed
ORD-101449,2023-08-10,CUST-00389,James Williams,Small Business,Singapore,Asia,Sports & Outdoors,Resistance Bands,1,116.26,0.0,5.16,Debit Card,Completed
ORD-104773,2024-01-16,CUST-00134,Elizabeth Rodriguez,Consumer,Brazil,South America,Apparel,Wool Socks,4,80.19,0.0,13.19,Credit Card,Completed
ORD-103492,2024-04-22,CUST-00649,John Costa,Enterprise,UNITED STATES,North America,Home & Kitchen,Storage Bin,2,20.02,0.15,20.6,Debit Card,Completed
ORD-105733,2023-03-11,CUST-00067,,Consumer,Japan,Asia,Sports & Outdoors,Camping Tent,1,112.38,0.0,5.94,Credit Card,Completed
ORD-101531,2024-06-28,CUST-00612,Olivia Brown,Consumer,UNITED STATES,North America,Electronics,USB-C Cable,1,140.03,0.0,15.42,PayPal,Completed
ORD-100541,2024-07-31,CUST-00690,Grace Nakamura,Consumer,Germany,Europe,Electronics,Laptop Stand,2,136.97,0.1,6.74,Gift Card,Completed
ORD-105767,2023-12-02,CUST-00251,Emma Garcia,Consumer,CANADA,North America,Electronics,Headphones,1,214.75,0.0,20.56,Debit Card,Completed
ORD-103996,2024-09-17,CUST-00626,Olivia Khan,Consumer,United Kingdom,Europe,Home & Kitchen,Storage Bin,5,24.19,0.2,19.41,Credit Card,Completed
ORD-105675,2024-06-10,CUST-00457,Olivia Brown,Consumer,United States,North America,Electronics,Laptop Stand,1,78.28,0.0,11.66,Credit Card,Completed
ORD-102940,2024-01-29,CUST-00264,Patricia Silva,Consumer,United Kingdom,Europe,Electronics,USB-C Cable,3,197.78,0.1,24.75,PayPal,Completed
ORD-106477,2024-05-11,CUST-00628,Olivia Silva,Consumer,India,Asia,Apparel,T-Shirt,1,54.02,0.0,8.82,PayPal,Completed
ORD-101496,2024-08-20,CUST-00749,Mia Davis,Consumer,Canada,North America,Home & Kitchen,Throw Pillow,2,84.08,0.0,12.12,Debit Card,Completed
ORD-104623,2024-03-29,CUST-00280,Carlos Nakamura,Consumer,France,Europe,Office,Wireless Mouse,1,53.87,0.0,22.73,Credit Card,Returned
ORD-106535,2023-11-24,CUST-00725,Priya Kumar,Consumer,United Kingdom,Europe,Apparel,Denim Jacket,2,77.2,0.0,8.19,PayPal,Completed
ORD-105105,2023-09-10,CUST-00409,Hiro Brown,Enterprise,Germany,Europe,Office,Notebook Set,1,30.13,0.0,,PayPal,Completed
ORD-105486,2023-11-09,CUST-00261,David Garcia,Enterprise,Germany,Europe,Beauty,Sunscreen SPF50,2,51.65,0.1,3.46,Bank Transfer,Returned
ORD-106838,2023-12-03,CUST-00702,Ines Dubois,Small Business, india ,Asia,Apparel,Running Shoes,2,30.01,0.0,2.25,Debit Card,Completed
ORD-102528,2024-08-12,CUST-00641,Raj Martinez,Consumer,Germany,Europe,Apparel,Wool Socks,1,20.78,0.0,13.38,PayPal,Completed
ORD-100288,2024-09-21,CUST-00282,Ahmed Rodriguez,Consumer,Australia,Oceania,Apparel,Denim Jacket,1,12.54,0.0,21.38,PayPal,Completed
ORD-104749,2024-04-29,CUST-00041,,Small Business,UNITED STATES,North America,Office,Wireless Mouse,2,10.35,0.0,18.72,Credit Card,Completed
ORD-101388,2024-09-11,CUST-00848,James Rodriguez,,Canada,North America,Electronics,Smartphone Case,1,193.17,0.0,20.4,Credit Card,Completed
ORD-106347,2023-06-25,CUST-00551,Mia Garcia,Consumer,Canada,North America,Home & Kitchen,Throw Pillow,1,82.95,0.05,23.15,Debit Card,Completed
ORD-102202,2024-04-26,CUST-00538,Hiro Khan,Small Business,United Kingdom,Europe,Sports & Outdoors,Resistance Bands,2,51.83,0.0,8.47,PayPal,Completed
ORD-103574,2024-05-27,CUST-00646,Mary Williams,Consumer,Spain,Europe,Sports & Outdoors,Water Bottle,4,150.97,0.0,,Credit Card,Completed
ORD-106776,2024-08-11,CUST-00077,John Silva,Consumer,United States,North America,Sports & Outdoors,Yoga Mat,1,67.4,0.0,12.63,Credit Card,Completed
ORD-105563,2023-10-12,CUST-00443,Grace Davis,Consumer,Canada,North America,Sports & Outdoors,Water Bottle,1,14.84,0.15,22.05,Credit Card,Completed
ORD-103330,2023-11-05,CUST-00384,Michael Rossi,Consumer,Australia,Oceania,Office,Pen Pack,1,21.71,0.15,24.12,PayPal,Returned
ORD-102308,2024-09-14,CUST-00814,Yuki Khan,Enterprise,United States,North America,Apparel,Denim Jacket,1,33.77,0.0,9.07,PayPal,Completed
ORD-101969,2024-09-12,CUST-00243,Mary Jones,Consumer,Germany,Europe,Beauty,Shampoo,1,57.0,0.05,3.76,Credit Card,Completed
ORD-100706,2023-11-25,CUST-00446,Hiro Rossi,Consumer,Spain,Europe,Home & Kitchen,Coffee Maker,1,54.72,0.0,,Debit Card,Completed
ORD-105460,2023-08-01,CUST-00586,Grace Zhang,Consumer,Mexico,South America,Apparel,T-Shirt,1,26.59,0.1,23.58,Credit Card,Completed
ORD-105475,2024-07-30,CUST-00516,,Consumer,India,Asia,Beauty,Face Serum,1,52.6,0.0,4.36,Credit Card,Completed
ORD-104574,2024-02-11,CUST-00685,Robert Martinez,Small Business,United Kingdom,Europe,Office,Wireless Mouse,1,29.65,0.0,22.87,Credit Card,Completed
ORD-101981,2023-08-28,CUST-00574,Tom Costa,Consumer,Canada,North America,Electronics,Laptop Stand,2,109.3,0.0,22.35,Debit Card,Completed
ORD-100440,2024-05-27,CUST-00058,Lucas Kumar,Consumer,Brazil,South America,Sports & Outdoors,Water Bottle,1,141.41,0.15,3.07,PayPal,Completed
ORD-103940,2023-10-06,CUST-00154,Linda Silva,Consumer,United States,North America,Office,Pen Pack,2,42.92,0.0,24.61,Credit Card,Completed
ORD-102118,2024-03-22,CUST-00228,Wei Jones,Consumer,Germany,Europe,Sports & Outdoors,Water Bottle,3,110.62,0.0,13.02,Credit Card,Completed
ORD-102640,2023-02-14,CUST-00398,Ines Davis,Small Business,Mexico,South America,Apparel,T-Shirt,1,21.52,0.0,18.65,Credit Card,Completed
ORD-106804,2024-04-12,CUST-00330,Noah Johnson,Consumer,Japan,Asia,Home & Kitchen,Throw Pillow,1,82.3,0.0,24.35,Bank Transfer,Completed
ORD-100925,2023-06-02,CUST-00184,Mary Rodriguez,Consumer,United States,North America,Beauty,Face Serum,1,58.52,0.0,20.82,Credit Card,Cancelled
ORD-101689,2024-09-26,CUST-00547,Robert Jones,Small Business,India,Asia,Apparel,T-Shirt,3,60.06,0.05,14.44,Credit Card,Completed
ORD-101690,2024-10-26,CUST-00809,John Dubois,Small Business,United States,North America,Home & Kitchen,Cutting Board,2,67.31,0.0,22.39,Credit Card,Completed
ORD-106753,2024-06-17,CUST-00659,Grace Brown,Consumer,Germany,Europe,Office,Notebook Set,1,43.7,0.1,10.15,PayPal,Completed
ORD-106983,2024-12-08,CUST-00566,,Consumer,Japan,Asia,Electronics,Laptop Stand,1,142.43,0.0,14.85,Credit Card,Completed
ORD-105075,2023-10-20,CUST-00276,Jennifer Smith,Consumer,Canada,North America,Apparel,Baseball Cap,2,32.11,0.0,18.45,PayPal,Completed
ORD-103930,2023-06-07,CUST-00413,Ahmed Jones,Consumer,United States,North America,Sports & Outdoors,Resistance Bands,2,71.39,0.15,2.61,Bank Transfer,Completed
ORD-101135,2024-01-03,CUST-00107,Linda Garcia,Enterprise,Brazil,South America,Home & Kitchen,Cutting Board,2,66.76,0.0,11.84,Debit Card,Completed
ORD-103369,2023-12-18,CUST-00111,Jennifer Tanaka,Consumer,India,Asia,Beauty,Sunscreen SPF50,1,48.93,0.0,11.58,Debit Card,Completed
